,category,headline,authors,link,short_description,date
116560,CRIME,"Hey, Arizona, Next Time Try Scaphism","Matthew Chapman, ContributorWriter/director, 'The Ledge'; Author, Trials of the Monkey'; P...",https://www.huffingtonpost.com/entry/hey-arizona-next-time-try_b_5619463.html,"If we're not ashamed of executing our lowlifes -- strange that rich people never seem to get executed, what's that all about? -- then let the Bible be our guide and let's kill lots of people for all kinds of crimes and let's do it brutally.",2014-07-25
116592,CRIME,Father Charged After Dresser Deaths Of Toddlers,,https://www.huffingtonpost.com/entry/david-beatty_n_5618179.html,,2014-07-24
116603,CRIME,Iowa Man Convicted Of Killing Pregnant Wife,,https://www.huffingtonpost.com/entry/seth-techel_n_5618268.html,,2014-07-24
116688,CRIME,Man Buried Alive In Sand Tunnel Collapse Was 'A Perfect Son': Family,Andres Jauregui,https://www.huffingtonpost.com/entry/adam-pye-buried-alive_n_5612997.html,,2014-07-23
116690,CRIME,37 Tons of David Victorson: A Tale of Ballsy Redemption,"The Fix, ContributorThe world's leading website about addiction and recovery",https://www.huffingtonpost.com/entry/37-tons-of-david-victorso-addiction_b_5593275.html,"""In a time of universal deceit,"" George Orwell once said, ""telling the truth is a revolutionary act."" That maxim certainly applies to David Victorson's book, 37 Tons.",2014-07-23
116869,CRIME,This Is Why You Don't Mess With The Garbage Man,David Lohr,https://www.huffingtonpost.com/entry/pauls-industrial-garage_n_5605533.html,,2014-07-21
116943,CRIME,"Kidnapped Girl, 5, Dies In Shootout After High-Speed Chase",Andres Jauregui,https://www.huffingtonpost.com/entry/kidnapped-girl-dies-shootout_n_5603357.html,,2014-07-20
116958,CRIME,"NYC Agency: Over 1,000 Complaints Of Chokeholds In Recent Years",,https://www.huffingtonpost.com/entry/complaints-about-chokehol_n_5603183.html,,2014-07-20
117005,CRIME,At Least 40 Shot In Chicago Weekend Wave Of Violence,,https://www.huffingtonpost.com/entry/40-shot-chicago-summer-gun-violence_n_5603864.html,,2014-07-20
117008,CRIME,Four Emergency Workers Barred From Duty Following NYPD Chokehold Death,,https://www.huffingtonpost.com/entry/nypd-arrest-death_n_5604208.html,,2014-07-20
117053,CRIME,Grandmother Files Brutality Lawsuit Following Freeway Beating,Michael McLaughlin,https://www.huffingtonpost.com/entry/marlene-pinnock-punched-by-police-files-lawsuit_n_5600989.html,,2014-07-19
117083,CRIME,How to Prevent Summertime Scams,"Robert Siciliano, ContributorPersonal Security and Identity Theft Expert",https://www.huffingtonpost.com/entry/how-to-prevent-summertime_b_5601767.html,"Summertime is here -- and that means sunshine and vacations. Most people love summertime, including scammers! Hackers can use this time to take advantage while we are planning vacations or on vacation or just enjoying fun in the sun. Here are some key scams to watch out for this summer.",2014-07-19
117084,CRIME,Mayor De Blasio Postpones Italian Vacation In Light Of Man's Chokehold Death,Emily Thomas,https://www.huffingtonpost.com/entry/mayor-de-blasio-chokehold-response_n_5602183.html,,2014-07-19
117117,CRIME,New Developments In Hate Crime Murder,,https://www.huffingtonpost.com/entry/james-craig-anderson-killed_n_5597704.html,,2014-07-18
117135,CRIME,Consulate Worker Accused Of Bringing HUGE Amounts Of Cocaine Into U.S.,,https://www.huffingtonpost.com/entry/mexican-consulate-employee-busted-cocaine_n_5597780.html,,2014-07-18
117142,CRIME,'Gentle Giant' Dies After NYPD Cop Puts Him In Chokehold,Sebastian Murdock,https://www.huffingtonpost.com/entry/nypd-chokehold-death_n_5599252.html,,2014-07-18
117246,CRIME,My Time as a Philly Juror,"Thom Nickels, ContributorPhiladelphia-based author/journalist",https://www.huffingtonpost.com/entry/my-time-as-a-philly-juror_b_5592775.html,"When my jury summons notice appeared in the mail, all I could do was breathe a sigh of despair. You know how it is: the jury in-take crowds, the lists of instructions to be followed, the canned videos.",2014-07-17
117275,CRIME,Twin Sisters Charged With Prostitution,,https://www.huffingtonpost.com/entry/twin-sister-prostitutes_n_5595107.html,,2014-07-17
117291,CRIME,Another Year without Celina,"Anthony Amore, ContributorAuthor and Investigator",https://www.huffingtonpost.com/entry/another-year-without-celina_b_5595186.html,"Another year has passed, and it seems that we're no closer to justice for Celina than we were when the crime first occurred.",2014-07-17
117309,CRIME,Letters from Men in Prison: The Call for Accessible Entrepreneurship Education,"Steve Mariotti, ContributorFounder of Network for Teaching Entrepreneurship (NFTE) Author...",https://www.huffingtonpost.com/entry/letters-from-men-in-priso_b_5555388.html,,2014-07-16
117369,CRIME,Police Seek Public's Help In School Counselor Murder Investigation,Andres Jauregui,https://www.huffingtonpost.com/entry/maggie-daniels-murder-investigation_n_5592258.html,,2014-07-16
117446,CRIME,Working as a Defense Attorney Shouldn't Mean Political Suicide,"Michael Shammas, ContributorLawyer, freelancer, writer",https://www.huffingtonpost.com/entry/working-as-a-defense-attorney_b_5588580.html,"Advising the accused is not a politically popular job. But it is a necessary one. To criticize defense attorneys, the chief checks against prosecutorial abuse, is to promote a judicial system of error by stigmatizing a key motivator for better prosecution.",2014-07-15
117447,CRIME,Aggressive Bystanders Thwart Carjacking,Simon McCormack,https://www.huffingtonpost.com/entry/ismael-hernandez_n_5588607.html,,2014-07-15
117481,CRIME,Safer Streets and Communities Start at Home,"Bernard B. Kerik, ContributorFormer New York City Police and Correction Commissioner",https://www.huffingtonpost.com/entry/safer-streets-and-communi_b_5582900.html,"The total number of American law enforcement officers killed in the line of duty by gunfire so far this year is 27, versus 16 last year. Some experts blame anti-government, and white supremacist groups, and gang violence for these increases, but I believe it's much more.",2014-07-14
117641,CRIME,Houston Shooting Survivor: My Slain Family Is 'In A Much Better Place',,https://www.huffingtonpost.com/entry/teen-survivor-of-houston-shooting-survivor-cassidy-stay_n_5581279.html,,2014-07-13
117693,CRIME,Parents Allegedly Lock 5-Year-Old In Hot Truck As Punishment,Hilary Hanson,https://www.huffingtonpost.com/entry/parents-lock-girl-in-hot-truck-punishment_n_5580337.html,,2014-07-12
117754,CRIME,"Woman In Heroin Deaths Panicky Then Calm, Police Say",,https://www.huffingtonpost.com/entry/alix-tichelman_n_5577443.html,,2014-07-11
117817,CRIME,'Psycho' Daughter Slept And Ate Next To Mom's Corpse For Years,Andy Campbell,https://www.huffingtonpost.com/entry/daughter-sleeps-next-to-moms-corpse_n_5578252.html,,2014-07-11
117820,CRIME,Martyrdom Was Lunchtime Topic Of Conversation For Alleged Bomber,,https://www.huffingtonpost.com/entry/azamat-tazhayakov-trial-martyrdom-_n_5578324.html,,2014-07-11
117874,CRIME,Teen's Alleged Rape Goes Viral And Now She's Speaking Out,Inae Oh,https://www.huffingtonpost.com/entry/jada-teen-rape-_n_5574831.html,,2014-07-10
117877,CRIME,"Mom Allegedly Suffocated Baby, Posted RIP Pic On Facebook",Simon McCormack,https://www.huffingtonpost.com/entry/nicole-kelly-suffocated-child_n_5574669.html,,2014-07-10
117915,CRIME,Texas Massacre Suspect Had Previous Domestic Violence Arrest,Andy Campbell,https://www.huffingtonpost.com/entry/ron-lee-haskell-domestic-violence_n_5575662.html,,2014-07-10
117949,CRIME,"6 Dead, Including 4 Kids, In Mass Shooting Near Houston",Michael McLaughlin,https://www.huffingtonpost.com/entry/harris-county-shooting_n_5572544.html,,2014-07-09
118041,CRIME,Why Does This Town Have Two Grenade Launchers?,Simon McCormack,https://www.huffingtonpost.com/entry/why-does-this-town-have-two-grenade-launchers_n_5568497.html,,2014-07-08
118061,CRIME,ANOTHER Child Dies After Being Left In Car,Simon McCormack,https://www.huffingtonpost.com/entry/child-left-in-car-connect_n_5568692.html,,2014-07-08
118064,CRIME,Woman Found Living With Corpse: Police,Sara Gates,https://www.huffingtonpost.com/entry/skeletal-remains-in-apartment-new-york-mother_n_5568535.html,,2014-07-08
118162,CRIME,Almost Everything You've Read About Amanda Knox Is Wrong,"Lisa Marie Basile, ContributorEDITOR, LUNA LUNA MAGAZINE",https://www.huffingtonpost.com/entry/why-we-owe-it-t_b_5562332.html,"When I wrote, ""Amanda Knox is innocent,"" I believed it. I continue to believe it. The innocence is clear once you navigate the twisted, false and misinterpreted information published every day. That's the issue. There's a lot of faulty reportage out there.",2014-07-07
118169,CRIME,Chicago's Bloody July 4th Weekend,Jade Walker,https://www.huffingtonpost.com/entry/chicago-shootings-july-4-weekend_n_5562445.html,,2014-07-07
118232,CRIME,2-Year-Old Girl Found Dead In Brooklyn Lake,,https://www.huffingtonpost.com/entry/search-for-missing-toddle_n_5560704.html,,2014-07-06
118250,CRIME,Officer Slain During Violent Weekend In Indianapolis,,https://www.huffingtonpost.com/entry/perry-renn-indianapolis-police-dies_n_5561313.html,,2014-07-06
118274,CRIME,"Detained Child Serial Killer Confesses To Murders, Rapes: Cops",,https://www.huffingtonpost.com/entry/filibert-hernandez-child-serial-killer_n_5560824.html,,2014-07-06
118321,CRIME,Suspect Arrested For Fatal Bourbon Street Shooting,,https://www.huffingtonpost.com/entry/trung-le-arrest-bourbon-street-shooting_n_5559251.html,,2014-07-05
118334,CRIME,Marine's Pregnant Wife Disappears On Way To National Park,Michael McLaughlin,https://www.huffingtonpost.com/entry/erin-corwin-missing-marine-wife_n_5559982.html,,2014-07-05
118357,CRIME,"6 Hurt In Shooting, Stampede At Houston Festival",,https://www.huffingtonpost.com/entry/shooting-houston-caribbean-festival_n_5560278.html,,2014-07-05
118364,CRIME,Shocking Video Of Officer Punching Woman Ignites Police Probe,,https://www.huffingtonpost.com/entry/officer-punching-woman_n_5560463.html,,2014-07-05
118402,CRIME,Necrophiliac Nurse Sentenced,Michael McLaughlin,https://www.huffingtonpost.com/entry/alejandro-razo-sentenced-sex-corpse_n_5558472.html,,2014-07-04
118493,CRIME,Man Suspected Of Punching Rabbit During Fight About Women's Rights,David Moye,https://www.huffingtonpost.com/entry/james-wertz-punches-rabbit_n_5553033.html,,2014-07-03
118495,CRIME,'Call My Husband. I Just Killed My Baby',Michael McLaughlin,https://www.huffingtonpost.com/entry/inakesha-armour-baby-murder_n_5553134.html,,2014-07-03
118523,CRIME,Fireworks Accidents Kills 1 And Injures Several At Texas School,,https://www.huffingtonpost.com/entry/texas-fireworks-accident_n_5555984.html,,2014-07-03
118534,CRIME,DC Sniper Fights His Life Sentence,,https://www.huffingtonpost.com/entry/lee-malvo-dc-sniper-life-sentence_n_5555634.html,,2014-07-03
118545,CRIME,Dying Priest Who Killed Nun Can't Leave Prison,,https://www.huffingtonpost.com/entry/gerald-robinson-priest-killed-nun_n_5555903.html,,2014-07-03
118724,CRIME,'It's A Long Story' How Sandusky Got A New Lawyer,,https://www.huffingtonpost.com/entry/jerry-sandusky-new-lawyer_n_5545491.html,,2014-06-30
118842,CRIME,Several Injured In Gunfire On Famed New Orleans Street,Alana Horowitz Satlin,https://www.huffingtonpost.com/entry/bourbon-street-shooting-new-orleans_n_5541427.html,,2014-06-29
118861,CRIME,'This Man Was Out To Kill': Driver Repeatedly Runs Over Woman At Traffic Light,Hilary Hanson,https://www.huffingtonpost.com/entry/dewey-green-runs-over--car-janice-pitts_n_5541284.html,,2014-06-29
118939,CRIME,Woman Allegedly Sprays Weed Killer In 7-Year-Old Girl's Face,Hilary Hanson,https://www.huffingtonpost.com/entry/julie-rodenhuis-weed-killer_n_5539588.html,,2014-06-28
118952,CRIME,Daniel St. Hubert and Why the Criminal-Justice System Needs More Mental-Health Oversight,"Adam Banner, ContributorCriminal Defense Attorney",https://www.huffingtonpost.com/entry/daniel-st-hubert-and-why-_b_5485853.html,"Can we force medication after an inmate's release without infringing on the person's right to refuse treatment? Should we make forced medication a condition of parole? If so, how do mental-health departments and corrections departments handle the logistics of ensuring that a parolee or released convict is getting the treatment and/or medication that he or she needs?",2014-06-28
119031,CRIME,Families Sue Over 2013 Wildfire That Killed 19 Firefighters,,https://www.huffingtonpost.com/entry/yarnell-hill-fire_n_5535768.html,,2014-06-27
119174,CRIME,SHOCK VIDEO: Woman Brutally Beaten In Front Of Her Toddler,Sara Gates,https://www.huffingtonpost.com/entry/latia-harris-woman-beaten-toddler-video_n_5534893.html,,2014-06-26
119200,CRIME,Two Bodies Found In Suitcases In Grassy Ditch,,https://www.huffingtonpost.com/entry/steven-zelich-arrested_n_5531319.html,,2014-06-25
119213,CRIME,Ex-Mayor Kills Wife In 'Final Act Of Love',Michael McLaughlin,https://www.huffingtonpost.com/entry/vaso-runyan-medigovich-kills-wife_n_5530738.html,,2014-06-25
119251,CRIME,Digital Privacy Rights Upheld in Landmark Cell Phone Case,"Brian Levin, J.D., ContributorDirector, Center for the Study of Hate and Extremism, Californ...",https://www.huffingtonpost.com/entry/digital-privacy-rights-up_b_5530122.html,"The Supreme Court unanimously ruled today that police may not search information on an arrested suspect's cell phone without an additional search warrant. In two cases from both coasts, consolidated into a single opinion the Court held that the privacy interests in protecting the tremendous amount of personal information stored on cell phones outweighs the government's interest to its immediate access by police, even after a suspect is lawfully arrested. The cases decided today forced the Court to analyze a centuries-old constitutional amendment in light of modern technological advances.",2014-06-25
119349,CRIME,Las Vegas Cop Killers Wore Diapers During Walmart Siege,David Moye,https://www.huffingtonpost.com/entry/jerad-miller-amanda-mille_n_5527026.html,,2014-06-24
119472,CRIME,Florida Extends 'Stand Your Ground' To Cover Warning Shots,Andres Jauregui,https://www.huffingtonpost.com/entry/stand-your-ground-warning-shots-marissa-alexander_n_5519168.html,,2014-06-22
119481,CRIME,"Could a LA-Style Threat Assessment Team Have Thwarted the Isla Vista, Seattle or Oregon Shooting Sprees?","Art Levine, ContributorContributing Editor, The Washington Monthly",https://www.huffingtonpost.com/entry/could-a-la-style-threat-a_b_5518901.html,"the department still grapples with the reality that at least half of seriously mentally ill people receive no treatment at all, a situation of possible danger to the entire community and, far more often, to themselves.",2014-06-22
119485,CRIME,Day Care Under Fire After Photo Of Duct-Tape Restraint Surfaces,Sara Gates,https://www.huffingtonpost.com/entry/texas-day-care-investigation-duct-tape-child-photo_n_5518431.html,,2014-06-22
119513,CRIME,Another Times Square 'Spider-Man' Arrested,Sara Gates,https://www.huffingtonpost.com/entry/times-square-spiderman-arrested-groping-woman_n_5519911.html,,2014-06-22
119597,CRIME,Trump Calls Central Park 5 Settlement A 'Disgrace',Simon McCormack,https://www.huffingtonpost.com/entry/donald-trump-central-park-5_n_5517784.html,,2014-06-21
119772,CRIME,Another Big Step For One Of Holder's Top Accomplishments,,https://www.huffingtonpost.com/entry/cleveland-police-justice-department_n_5509994.html,,2014-06-19
119827,CRIME,Doctors Forced Wrongfully Accused Pregnant Woman To Take Laxatives: Suit,Andy Campbell,https://www.huffingtonpost.com/entry/feds-force-wrongly-accused-laxatives_n_5506707.html,,2014-06-18
119875,CRIME,Video Shows El Paso Officer Fatally Shooting Prisoner,Andres Jauregui,https://www.huffingtonpost.com/entry/daniel-saenz-fatal-shooting-video_n_5507701.html,,2014-06-18
120033,CRIME,911 Dispatcher Tells Rape Victim To 'Quit Crying' (AUDIO),Hilary Hanson,https://www.huffingtonpost.com/entry/911-dispatcher-tells-rape-victim-quit-crying_n_5499873.html,,2014-06-16
120044,CRIME,Driver Faces Charges After Woman Dies Vomiting Out Car Window,Andres Jauregui,https://www.huffingtonpost.com/entry/woman-dies-vomiting-car-window_n_5500155.html,,2014-06-16
120045,CRIME,Man Ran Meth Lab From Retirement Home: Cops,David Moye,https://www.huffingtonpost.com/entry/robert-short-meth_n_5500170.html,,2014-06-16
120223,CRIME,Warrant Issued In Case Of Mutilated Exotic Dancer,Michael McLaughlin,https://www.huffingtonpost.com/entry/jaren-lockhart-case_n_5493262.html,,2014-06-14
120393,CRIME,"Man Brought Gun To School Shooting, Wanted To Protect Sister",Steven Hoffer,https://www.huffingtonpost.com/entry/joseff-powell-gun-oregon-shooting_n_5487979.html,,2014-06-12
120552,CRIME,Tsarnaev's Friends Seek Constitutional Rights,"Martin Zabell, ContributorLongtime writer for major newspapers and businesses",https://www.huffingtonpost.com/entry/tsarnaevs-friends-seek-co_b_5424420.html,"The United States will be riveted on Dzokhar Tsarnaev when he goes on trial on Nov. 3, 2014, for allegedly murdering three people and injuring 264 on April 15, 2013, when he and his brother Tamerlan allegedly placed two bombs near the finish line of that day's Boston Marathon. Legal experts and scholars, though, might conclude that the first Boston Marathon bombing trial is more legally significant.",2014-06-10
120569,CRIME,Farmer v. Brennan and the Urgency of Ending Sexual Abuse in Detention,"Lovisa Stannow, ContributorExecutive Director, Just Detention International",https://www.huffingtonpost.com/entry/farmer-v-brennan_b_5456281.html,"While rightfully condemning the seven governors who are putting detainees in their states at continued risk of rape, some advocates and journalists have also questioned the value of the assurances offered by a majority of states.",2014-06-10
120671,CRIME,Death Threats Against Bowe Bergdahl's Family Investigated By FBI,,https://www.huffingtonpost.com/entry/bowe-bergdahl-family-threat_n_5467139.html,,2014-06-08
120680,CRIME,Man Charged With Driving High Also Really Drunk,Ryan Grenoble,https://www.huffingtonpost.com/entry/driving-high-drunk_n_5469727.html,,2014-06-08
120687,CRIME,15-Year-Old Boy Sexually Assaulted At McDonald's,Andy Campbell,https://www.huffingtonpost.com/entry/sexual-assault-mcdonalds-marques-elder_n_5469138.html,,2014-06-08
120688,CRIME,Headless Body Found On Cape Cod Beach,Andy Campbell,https://www.huffingtonpost.com/entry/headless-body-cape-cod_n_5469141.html,,2014-06-08
120690,CRIME,Dad Hits Teacher With Baseball Bat After 'Inappropriate' Texts Sent To Daughter,Andy Campbell,https://www.huffingtonpost.com/entry/dad-hits-teacher-baseball-texts-sent-to-daughter_n_5468998.html,,2014-06-08
120746,CRIME,Fire Breaks Out In New York City Building,Joanna Zelman,https://www.huffingtonpost.com/entry/new-york-city-fire-midtown_n_5463368.html,,2014-06-07
120767,CRIME,Billionaire Pleads Guilty To Sexually Assaulting Stepdaughter,,https://www.huffingtonpost.com/entry/billionaire-sex-assault-guilty_n_5463632.html,,2014-06-07
120780,CRIME,Newlywed Couple Crash Cars Into Each Other In Fatal Accident,Simon McCormack,https://www.huffingtonpost.com/entry/newlyweds-die-crash-into-each-other_n_5461816.html,,2014-06-07
120791,CRIME,Deck Collapse Sends Tourists To Hospital,Ryan Grenoble,https://www.huffingtonpost.com/entry/myrtle-beach-deck-collapse-south-carolina_n_5466388.html,,2014-06-07
120863,CRIME,Man Buries Date Alive Because He Thought She Was Dead: Cops,Hilary Hanson,https://www.huffingtonpost.com/entry/woman-buried-alive-first-date_n_5459766.html,,2014-06-06
120898,CRIME,Accused Killer Wanted 'Army Of People Who'd Do Anything He Asked',,https://www.huffingtonpost.com/entry/man-accused-of-new-hampsh_n_5462404.html,,2014-06-06
120903,CRIME,Suspected Seattle Gunman Suffers From Severe Mental Illness: Lawyers,,https://www.huffingtonpost.com/entry/aaron-ybarra-mental-illness_n_5462504.html,,2014-06-06
121053,CRIME,5 Cultists Arrested In McDonald's Slaying Caught On Tape,Ed Mazza,https://www.huffingtonpost.com/entry/mcdonalds-murder-china_n_5443074.html,,2014-06-04
121083,CRIME,"Officer: Witnesses Filmed Deadly Crash, Didn't Help Victims",Andres Jauregui,https://www.huffingtonpost.com/entry/crash-witnesses-filmed-victims_n_5444639.html,,2014-06-04
121164,CRIME,Filming Police in Public Places: A Risky First Amendment Activity for Citizen Journalists,"Clay Calvert, ContributorProfessor and Brechner Eminent Scholar in Mass Communication, ...",https://www.huffingtonpost.com/entry/filming-police-in-public-_b_5424621.html,"Today, anyone and everyone has the capacity to be a journalist and to record with their smartphones potential abuses of government authority.",2014-06-03
121174,CRIME,"Airline Passenger Arrested After Allegedly Saying, 'I Kill White People Like You'",Tyler McCarthy,https://www.huffingtonpost.com/entry/i-kill-white-people-like-you-airline-passenger_n_5439679.html,,2014-06-03
121224,CRIME,Florida Woman Bitten By Shark While Inner Tubing,Andres Jauregui,https://www.huffingtonpost.com/entry/florida-woman-bitten-shark_n_5431813.html,,2014-06-02
121240,CRIME,"WATCH: Truck Plows Into Stolen Car, Ends Reckless Joyride",Isaac Saul,https://www.huffingtonpost.com/entry/truck-plows-stolen-car-_n_5432614.html,,2014-06-02
121269,CRIME,Man Attempting To Sexually Assault 2 Women Gets Stabbed: Cops,Sebastian Murdock,https://www.huffingtonpost.com/entry/sexual-assault-stabbing_n_5433347.html,,2014-06-02
121300,CRIME,"Gunman Kills Teen, Police Officer In Shooting Spree",,https://www.huffingtonpost.com/entry/virginia-shooting-spree_n_5425754.html,,2014-06-01
121365,CRIME,"Brains, Guns, and Preventable Murder","Charles J. Reid, Jr., ContributorProfessor of Law, University of St. Thomas",https://www.huffingtonpost.com/entry/brains-guns-and-preventab_b_5405674.html,"The Isla Vista mass murder is proof that we are past the time to break the nexus between guns, murder, and mental illness. And we should do that by enacting rigorous new gun-control legislation that takes account of an individual's fitness to own lethal weapons in light of what we are learning about the human brain.",2014-05-31
121368,CRIME,The Isla Vista Shooting: One Flew Under the Cuckoo's Nest,"Dr. Gregory Jantz, Ph.D., ContributorMental Health Expert & Best Selling Author",https://www.huffingtonpost.com/entry/the-isla-vista-shooting-o_b_5410992.html,"I certainly don't want to go back to the days of One Flew Over the Cuckoo's Nest, but I wonder if our well-intentioned desires have swung the mental health pendulum too far.  Would Elliot Rodger or Adam Lanza have revealed their violent intentions during an involuntary mental health hold?",2014-05-31
121382,CRIME,"Despite Firearms Database, Police Didn't Know College Killer Had Guns",,https://www.huffingtonpost.com/entry/elliot-rodger-weapons-police_n_5421992.html,,2014-05-31
121466,CRIME,SWAT Team Throws Grenade That Blows Up In Toddler's Face,Simon McCormack,https://www.huffingtonpost.com/entry/swat-team-grenade-toddler_n_5418871.html,,2014-05-30
121583,CRIME,Former High School Wrestling Champ Accused Of Rampage,Sebastian Murdock,https://www.huffingtonpost.com/entry/lukas-iorio-wrestling-rampage_n_5409949.html,,2014-05-29
121589,CRIME,Teen Allegedly Beaten Over Snarky Texts Requires Brain Surgery For Injuries,Andres Jauregui,https://www.huffingtonpost.com/entry/hannah-connaway-beaten-snarky-texts_n_5410064.html,,2014-05-29
121628,CRIME,Taping Police Interrogations Could Have Prevented This Horrific Miscarriage of Justice,"Jeff Kukucka, ContributorAssistant Professor of Psychology, Towson University",https://www.huffingtonpost.com/entry/lights-camera-justice-the_b_5404579.html,We found that interrogators who were told that their sessions would be taped were less likely to use certain high-pressure interrogation techniques such as threatening the suspect and promising leniency in exchange for a confession.,2014-05-28
121713,CRIME,Jeopardy for Both: When a Private Converation Is Taped,"Joel Cohen, ContributorCriminal defense lawyer",https://www.huffingtonpost.com/entry/jeopardy-for-both-donald-sterling_b_5379919.html,"The dust has begun to settle about Donald Sterling and his strange (is there another word?) ""girlfriend,"" V. Stiviano,  although one is not sure we know more now than when this episode began.  But what lessons can we learn from the spectacle they -- and it is they -- have caused?",2014-05-27
121792,CRIME,Wife Found Dead Days After Police Say Her Husband Died In Fiery Crash,Clarke Reilly,https://www.huffingtonpost.com/entry/sheryll-filiaga-suspected-murder-suicide_n_5383885.html,,2014-05-26
121797,CRIME,"Man Hits Red-Light Camera, Drives Off With It, Police Say",Ed Mazza,https://www.huffingtonpost.com/entry/manuel-montano-herrera_n_5390699.html,,2014-05-26
121861,CRIME,"Blind Sailor Successfully Sails From Mexico To Hawaii, Crashes On Reef Upon Arrival",Carla Herreria,https://www.huffingtonpost.com/entry/john-berg-blind-sailor-hawaii_n_5377129.html,,2014-05-25
121870,CRIME,Gunman's Hatred For Women Revealed In Chilling 'Manifesto',Dominique Mosbergen,https://www.huffingtonpost.com/entry/elliot-rodger-manifesto-video_n_5387595.html,,2014-05-25
121875,CRIME,Suspected Burglars Flee In Car With Their Kids: Cops,Simon McCormack,https://www.huffingtonpost.com/entry/burglars-flee-in-car-with-kids_n_5389038.html,,2014-05-25
121885,CRIME,Child Clings To Life After Brutal Sexual Assault: Police,Andres Jauregui,https://www.huffingtonpost.com/entry/charlotte-couple-beat-boy-shamika-reaves-corey-mcree_n_5388484.html,,2014-05-25
121886,CRIME,UCSB Suspect's Rampage Started At Home: Sheriff,Simon McCormack,https://www.huffingtonpost.com/entry/ucsb-suspect-stabbed-people-at-home_n_5388486.html,,2014-05-25
121924,CRIME,"Are Parents the First, Best and Last Defense Against Mass Murder?","Lorraine Devon Wilke, ContributorSass & Sensibility",https://www.huffingtonpost.com/entry/are-parents-the-first-bes_b_5389758.html,"I am utterly convinced that if every single parent paid attention to their children to the greatest degree possible, with no limitations or planned obsolescence, we would not be having as many of these dreaded conversations.",2014-05-25
122015,CRIME,"UCSB Shooting Victim's Father Blames 'Craven' Politicians, NRA For Son's Death",Andrew Hart,https://www.huffingtonpost.com/entry/ucsb-shooting-guns-nra_n_5386873.html,,2014-05-24
122016,CRIME,UCSB Shooting Suspect Identified,Andrew Hart,https://www.huffingtonpost.com/entry/elliott-rodger-santa-barbara_n_5386712.html,,2014-05-24
122031,CRIME,Why College 'Drunk Sex' = Rape,"James R. Marsh, ContributorInternationally Recognized Lawyer / Victim's Rights Advocate /...",https://www.huffingtonpost.com/entry/why-college-drunk-sex-rap_b_5352121.html,"Drinking does not mean someone is ""asking"" to be raped. Drinking does not make it okay to attack another person (something most men are perfectly capable of not doing). Drinking does not cause rapes to happen. The only cause of rape is sexually predatorial behavior; the only people responsible for rape are rapists.",2014-05-23
122143,CRIME,Mom Who Drove Kids Into Ocean Gives Birth,Simon McCormack,https://www.huffingtonpost.com/entry/mom-drove-kids-in-ocean-gives-birth_n_5371887.html,,2014-05-22
122144,CRIME,Home Invasion Ends in Death,"Robert Siciliano, ContributorPersonal Security and Identity Theft Expert",https://www.huffingtonpost.com/entry/home-invasion-ends-in-dea_b_5371889.html,"Can something like this be prevented? Most likely, even though we don’t have the details.",2014-05-22
122222,CRIME,Ex-Husband Of Missing Mom Arrested,David Lohr,https://www.huffingtonpost.com/entry/terri-anderson-missing_n_5364369.html,,2014-05-21
122375,CRIME,Falling Palm Tree Kills Man Going To Funeral,David Moye,https://www.huffingtonpost.com/entry/tony-calderon_n_5354055.html,,2014-05-19
122418,CRIME,Father Accused Of Throwing Toddler In Pool For Drowning Puppy (VIDEO),Andy Campbell,https://www.huffingtonpost.com/entry/dad-throws-daughter-in-pool-video_n_5351088.html,,2014-05-19
122420,CRIME,Hidden Covert Cameras found in Woman's Home,"Robert Siciliano, ContributorPersonal Security and Identity Theft Expert",https://www.huffingtonpost.com/entry/hidden-covert-cameras-fou_b_5351091.html,,2014-05-19
122646,CRIME,Idaho Man Imprisoned Woman As Sex Slave: Prosecutors,,https://www.huffingtonpost.com/entry/oscar-ayala-arismendiz-sex-slave_n_5334774.html,,2014-05-16
122742,CRIME,Police Confrontation Ends In Cringe-Worthy Tasing (WATCH),David Lohr,https://www.huffingtonpost.com/entry/police-tasing_n_5329790.html,,2014-05-15
122794,CRIME,'Vampire Vet' Kept Dog Alive In Filthy Cage After Telling Owners He Was Dead,Arin Greenwood,https://www.huffingtonpost.com/entry/millard-tierce-veterinarian_n_5310789.html,,2014-05-14
122813,CRIME,"Dancing Eyebrows, Amanda Knox, and Jerry Hobbs:  Assessing Guilt Based On Body Language Is a Dangerous Game","Steve Drizin, ContributorClinical law professor, Northwestern University School of Law",https://www.huffingtonpost.com/entry/dancing-eyebrows-amanda-k_b_5291451.html,There's no place for such conjecture testimony in the court system or the court of public opinion. It may make for great television but it is not science.,2014-05-14
123032,CRIME,Report: New York Police Recruiting Muslim Informants,,https://www.huffingtonpost.com/entry/new-york-police-recruitin_n_5303789.html,,2014-05-11
123077,CRIME,Mother's Day When Your Mom's in Prison,"Jordan Melograna, ContributorCreative Director, Rooted in Rights",https://www.huffingtonpost.com/entry/mothers-day-when-your-mom_b_5305809.html,"Vanessa will hopefully make it, stay out of juvie and be able to reunite with her mother later this year. But what about all the kids who don't make it? Children with incarcerated parents are five times more likely than their peers to end up behind the bars.",2014-05-11
123124,CRIME,Estranged Husband Faces Murder In Wife's Fatal Stabbing,,https://www.huffingtonpost.com/entry/john-jordan-wife-stabbing-new-jersey-woman-found-st_n_5300088.html,,2014-05-10
